Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd
F_S_WWC_WM_583,14.4085,0.0588059,-4.13792,15.567,-0.52,0.61,-3.583,3.24038,-12.8377,34.7772,-9.71066,-0.2,-23.4028,-0.3,37.6053,11.7736,13.929,49.7805,-57.7769,-6.1887,103.199,17.8351,25.9025,0.2814256035249169,0.0088499748845562
F_S_WWC_WM_584,13.1174,3.19469,18.4656,12.1262,1.22,1.94,-4.55802,3.94572,-11.8498,0.581666,-4.68689,0.8,6.91763,0.3,47.6776,0.465897,23.5655,21.9639,-59.9125,-20.753,141.403,28.1708,-142.31,0.2419302392458471,0.0100134799192184
F_S_WWC_WM_585,13.2092,-2.51612,-4.45141,17.8863,1.89,-1.36,19.6887,-1.4409,9.82031,132.798,-4.68118,0.2,4.5037,0.7,50.5629,-10.4927,-15.5874,-12.2594,-1.06874,19.8305,90.5598,22.0074,-35.5266,0.2168390605415282,0.0054008584656142
F_S_WWC_WM_586,11.8657,4.15602,-2.2383,-19.7845,-0.12,0.1,-4.49331,1.35906,9.43991,21.9394,-13.6805,-0.1,21.1191,0.7,-21.758,8.1428,25.0159,-9.87203,49.1689,23.2261,54.8543,35.2459,-143.21,0.2461741489069767,0.0053705817783561
F_S_WWC_WM_587,-2.01592,6.75439,2.21081,-12.884,-1.65,-1.61,-5.6334,1.06309,-34.2085,-28.0307,1.3975,-0.2,23.8615,-0.2,-14.0855,13.6122,-10.1609,11.8439,76.799,-13.8963,11.4878,89.0972,89.4922,0.2367668557740863,0.0051880134232701
F_S_WWC_WM_588,2.03537,11.9385,16.5391,18.1257,0.06,-1.21,17.2196,-0.924998,-12.8832,110.989,-6.9806,0.5,39.6499,0.6,-19.9655,19.8097,7.62489,-5.39217,32.4454,-24.3542,105.635,46.0407,41.3324,0.2455424399800664,0.0058641387315184
F_S_WWC_WM_589,-2.29347,-7.73654,9.16648,-6.32098,2.06,1.99,4.40229,5.64465,-42.9137,19.7039,-10.7227,0.5,14.748,1.0,-23.1533,14.4992,-22.2446,-5.1635,0.0596398,0.538401,4.87865,-39.341,-78.379,0.2415307472857142,0.0100948415808231
F_S_WWC_WM_590,0.663193,14.7661,-4.36653,-15.0382,0.26,1.15,3.40647,2.73699,-32.5999,-13.9267,-9.72453,0.3,-2.64579,0.0,53.1205,12.4459,-28.5853,-22.0445,-48.7251,-44.0773,122.545,-36.2487,-27.4278,0.2605453357441861,0.0084404262790595
F_S_WWC_WM_591,9.36503,-2.55852,12.8849,3.45222,0.04,0.63,8.57573,5.19427,-32.3002,-60.5136,-4.33851,-0.2,-29.9366,0.4,-13.4537,22.5396,25.2839,3.83742,114.539,46.0408,-40.4637,27.7288,63.1587,0.2281486651893687,0.0077675670771624
F_S_WWC_WM_592,0.609382,-5.25609,-0.889506,14.5061,0.02,-1.77,5.37748,5.65478,24.8304,134.539,-10.6008,-0.1,9.6055,-0.2,22.5247,-6.11222,-29.6222,29.2151,12.767,-20.9176,20.6852,-37.7017,107.81,0.2539309165116279,0.0054192443403709
F_S_WWC_WM_593,12.8188,-4.22356,-1.80295,-8.32174,1.52,0.33,-9.84809,4.39928,48.7436,-35.8413,-1.60737,0.6,15.8518,0.7,25.7193,-9.89498,24.2171,28.4315,-40.5175,25.1012,-46.0676,21.0167,-94.9144,0.2502346042724252,0.0098978191507049
F_S_WWC_WM_594,-2.85381,-6.62604,3.3483,-5.61567,2.0,1.8,9.42337,9.4788,-11.9331,142.665,-13.2614,0.7,33.2175,-0.1,28.5689,10.3922,-11.0161,30.4499,-11.3884,-9.18312,140.34,34.3867,39.0198,0.2598679191295681,0.0048682289416497
F_S_WWC_WM_595,8.70444,5.48396,14.7328,-19.6241,-0.77,-1.47,-1.97592,7.19071,48.4036,28.1675,-10.5645,0.5,-36.8341,0.0,0.486038,-13.6355,-19.8568,-2.86714,79.9992,-28.2993,75.5302,16.5057,-52.8713,0.240248271372093,0.0070903580080653
F_S_WWC_WM_596,5.92184,-6.59348,2.67267,-15.675,-0.56,0.07,0.82621,2.04071,-17.7311,145.242,-3.16577,-0.2,6.18971,-0.3,34.4277,29.1099,-27.104,54.7826,106.385,-5.94168,-3.56137,11.2807,58.1358,0.2423396756810631,0.0089232434407744
F_S_WWC_WM_597,8.72771,-6.14775,7.46641,19.3909,2.02,0.48,-7.98183,-2.58163,27.2601,-37.628,-4.2957,0.3,31.8821,0.6,44.9977,10.8048,-21.2684,-3.54409,17.0421,27.0816,-47.0149,29.4227,120.975,0.2249087476810631,0.0064768444307965
F_S_WWC_WM_598,10.2158,-6.7143,-1.34658,14.6848,1.49,-0.62,2.26838,6.6148,40.1419,49.2607,-11.68,-0.1,-26.5093,0.2,-21.0316,-12.1794,-9.06121,-4.96613,-25.4774,-22.8981,-15.5666,83.1189,-61.2226,0.2789509716843854,0.0118199951525668
F_S_WWC_WM_599,12.8844,10.8823,5.4515,-8.28457,2.46,-1.48,-1.1788,7.93556,-7.34777,42.6054,-13.884,0.1,32.9609,1.0,6.48456,-2.90313,-20.9554,48.8496,58.4153,-37.7165,76.3067,13.4241,-16.7113,0.2761299908538206,0.0053008928129177
F_S_WWC_WM_600,-3.38782,13.9445,19.3937,7.46483,-0.11,-0.43,9.65055,0.710599,16.7818,72.3164,-2.11612,0.6,29.6922,-0.4,-22.0063,-6.35841,-23.0128,32.3817,46.1293,-2.69544,106.073,-51.0257,-117.451,0.2735644578571428,0.0073585216794437
F_S_WWC_WM_601,8.22373,-6.21495,-5.63015,-6.28017,-0.05,1.19,10.3564,9.3154,-49.9646,54.0643,-0.961029,-0.3,-36.7175,0.3,-5.22627,-14.8047,-9.61105,37.3579,-31.6822,-0.497491,86.6966,5.12939,-19.8532,0.2473416439867109,0.0066758594642245
F_S_WWC_WM_602,13.2846,9.30947,12.1608,9.15321,-1.26,1.91,-1.78541,6.029,21.3213,15.9462,3.53338,0.4,34.749,0.1,31.7787,-13.2455,22.3418,41.6862,97.6481,16.6617,-42.5025,-3.51956,-54.3615,0.2366433724916943,0.0059572378174913
F_S_WWC_WM_603,-2.36326,-2.30408,4.03537,-8.53467,-1.13,-0.41,-3.48386,-1.09156,35.0345,141.069,4.1427,0.4,9.86097,0.1,0.894393,11.1949,-5.2878,19.9494,110.282,-24.9085,149.538,8.33861,141.343,0.2201848197818181,0.0036144222830837
F_S_WWC_WM_604,-4.47151,6.26811,-6.86849,-15.1062,2.31,0.85,-2.44764,-3.00413,-46.884,129.463,-5.03799,0.1,23.5552,0.7,24.6246,13.1191,-13.7991,14.0502,32.1409,-11.8129,142.873,22.0897,41.9228,0.2693874887541528,0.0056383853795927
F_S_WWC_WM_605,3.10536,11.0414,2.14109,-5.96281,-0.37,-1.44,0.47146,6.34085,45.1514,107.348,-0.450964,-0.4,17.4418,0.1,-21.6427,1.72951,0.620405,-16.0845,115.072,-15.8553,118.997,37.2119,-165.214,0.2295775510863787,0.0076859354670624
F_S_WWC_WM_606,4.69164,3.47633,15.8978,14.6998,-0.68,2.12,-5.89548,9.12958,-30.5266,39.6959,-5.27786,0.5,7.45288,0.9,-4.79101,18.5075,17.8755,18.1888,90.2586,-26.47,-2.12396,-59.4618,22.4051,0.2425274636245847,0.0059043250901481
F_S_WWC_WM_607,11.6831,5.97576,15.2358,-0.615172,0.73,-1.2,15.2614,8.24795,14.5341,-45.6788,-6.45991,0.2,25.4866,0.8,20.4629,8.83803,-23.8274,8.7543,-9.88547,43.9944,-50.7183,79.2109,-121.484,0.2608105950631229,0.0062072970530948
F_S_WWC_WM_608,-5.46888,4.45433,15.7313,-18.4652,0.23,2.01,14.4762,8.02222,-14.7673,102.215,-7.52675,0.4,-12.6211,0.6,54.1627,2.58285,-29.29,25.7061,15.0914,13.4874,77.8287,-36.9926,51.1106,0.2416039578637873,0.0043362937891958
F_S_WWC_WM_609,-1.60505,13.3335,-5.94355,-10.3708,-0.53,1.56,1.60238,-3.29662,19.0942,-73.321,-13.3591,-0.2,-34.2125,0.2,19.2931,2.50125,-26.6039,16.4904,-44.2424,-5.38091,70.0409,25.3102,111.681,0.3000073699667774,0.0047569012989778
F_S_WWC_WM_610,0.716267,0.276843,18.8735,-18.2945,0.87,2.19,4.19496,7.85563,15.788,31.9314,-14.4357,0.0,-34.4508,0.1,14.528,3.60969,29.1905,10.6563,72.6831,8.79912,64.6186,77.3826,-55.8265,0.2530183315714285,0.0049243428156166
F_S_WWC_WM_611,7.33329,-7.20446,10.9126,-3.38945,2.14,-1.17,-7.73161,8.707,-3.70739,68.3129,-4.71554,0.5,-5.94578,-0.4,37.9798,16.9562,-19.2109,50.3396,-25.6334,-3.89354,70.2379,-45.8956,112.524,0.2512918107840531,0.0049078574838619
F_S_WWC_WM_612,12.238,-3.01917,13.2362,-3.32001,-0.34,1.5,2.24947,5.62344,24.1958,147.489,4.19226,0.7,-6.42694,0.0,-14.3892,6.26847,-22.79,-18.8832,109.125,-10.2127,5.83501,-14.6009,-14.3981,0.2089610121262458,0.0031489260328173
F_S_WWC_WM_614,0.100708,12.3742,16.4925,14.6215,2.39,-1.65,10.0466,3.84393,-26.3305,-45.5067,-7.76669,0.0,21.5442,-0.1,39.1773,14.2903,18.904,-2.7223,-37.9832,42.62,27.6519,22.7945,-30.3691,0.2560554569003322,0.006422758919147
F_S_WWC_WM_615,12.5966,6.58033,10.3661,-16.182,2.35,-0.57,17.7241,1.57323,3.55727,-4.0376,-9.30434,0.4,27.268,0.6,-6.19504,27.0065,-17.844,-18.2874,119.105,-6.85966,34.1199,-30.9924,62.1126,0.2338613206777408,0.0047330329261821
F_S_WWC_WM_616,-6.81073,11.2804,4.90908,11.5578,-0.66,0.68,-7.45434,2.53469,43.9096,119.238,-7.42486,0.8,-21.7366,0.5,-5.61959,13.0,-20.4819,2.28813,124.059,-34.0716,82.6484,60.6053,-23.0121,0.2501397332524916,0.0063228800579993
F_S_WWC_WM_617,-1.63974,13.2456,1.48267,-17.9644,2.2,0.51,7.41279,-4.79008,17.8542,58.1814,-0.668011,0.2,35.628,0.7,34.506,-9.46788,5.44871,5.63605,88.6777,25.3404,110.582,-53.1279,-199.063,0.2386661416744186,0.0100337859074246
F_S_WWC_WM_618,-5.60722,1.2949,7.68768,-1.74459,2.3,-0.24,2.10719,5.09249,23.2228,7.25564,-13.5527,-0.4,15.1693,0.9,8.46223,21.0126,-5.15436,16.4663,13.777,-40.7772,92.9973,85.2275,86.9726,0.2676964017820069,0.0076516847182088
F_S_WWC_WM_619,8.92915,7.27947,-1.65867,16.6507,1.14,0.31,17.9182,6.3212,-37.0373,127.612,4.83236,0.0,-20.5121,0.6,34.0031,19.0453,-22.835,27.4418,24.1803,-6.11133,14.0236,-1.76436,-67.4281,0.25677602030897,0.00885621328977
F_S_WWC_WM_620,2.6654,-2.5844,17.4051,-5.34354,-1.36,-0.22,-8.13057,5.52991,29.8873,-72.4825,1.03461,-0.4,2.33464,-0.3,45.9834,20.7025,10.173,33.6361,-16.7711,-26.2308,13.2233,-41.4987,29.1317,0.2488497173322259,0.0049719643140633
F_S_WWC_WM_621,8.4575,4.20175,10.7587,8.16114,-0.95,-1.25,12.5249,-1.17144,42.2067,146.008,-9.41067,0.3,38.4104,-0.1,4.37704,-0.32454,26.2357,23.989,3.71275,-31.3325,2.94207,-34.3746,-104.253,0.2588978530797342,0.00464390760495
F_S_WWC_WM_622,-6.48858,14.3562,-2.25059,8.43034,1.52,2.31,7.18255,-1.01507,-18.6228,95.1981,-5.79173,0.5,-30.4927,1.0,42.4271,4.42878,-27.311,42.8098,-12.2591,-22.4024,60.7175,51.5428,-140.269,0.2904110007740864,0.0061079478075638
F_S_WWC_WM_623,-7.34743,0.517883,9.51802,-10.0991,1.86,0.26,9.15566,2.36039,-19.8316,131.727,-13.8515,0.1,-32.2373,0.9,-7.32919,-17.2123,2.79894,27.6521,125.505,6.36251,102.135,-30.486,-96.6291,0.2635386538006644,0.0079127658042408
F_S_WWC_WM_624,3.13035,11.4954,14.5212,2.13926,2.13,0.41,-5.74791,9.39902,20.2244,110.128,2.78916,0.3,17.6962,0.7,48.1418,19.7752,-9.28226,-16.7673,-36.8096,-18.2581,130.437,-52.1665,-36.3104,0.2382873919435216,0.0082677360552284
F_S_WWC_WM_625,3.49275,-5.93881,7.50694,-17.7318,-1.42,1.87,-7.60599,1.76257,17.948,112.236,-2.94925,0.8,18.1028,0.0,21.0157,-3.67179,-24.7169,8.89853,-26.6365,43.2878,82.9657,3.10714,11.8894,0.2309179526843853,0.0059307074699064
F_S_WWC_WM_626,-4.03789,13.2845,6.4372,-10.8834,2.04,0.34,16.2022,2.29189,11.3486,53.6548,-7.01683,0.7,-22.6999,0.2,26.2982,-8.04703,-1.95898,44.1254,73.527,40.9141,44.6433,84.5899,-96.1021,0.2808211189302325,0.0073067208112954
F_S_WWC_WM_627,-7.39109,3.34317,-4.16627,11.2146,-1.75,-1.45,0.0478577,-1.37427,46.7191,-35.0817,-6.55919,0.5,-29.1673,0.2,18.3195,-4.58128,-6.45637,-22.559,102.593,7.38511,-9.98026,-4.37738,-75.2615,0.2263834226810631,0.006525565520657
F_S_WWC_WM_628,4.18754,-4.3554,-1.24568,-16.4125,-0.4,0.36,-4.71688,7.81767,-28.2529,54.9436,-11.793,0.4,4.05915,-0.4,-24.3128,23.0518,8.28864,42.0238,-2.69987,-33.8419,64.0143,70.7942,-120.596,0.2625352866079734,0.005528882627229
F_S_WWC_WM_629,-7.60222,-7.25178,6.93562,-11.7484,0.92,1.95,-4.26541,0.576225,-35.5371,-58.1932,-4.80477,-0.1,-15.5659,0.4,38.7349,-3.50536,-3.01264,49.9202,127.392,-12.1467,42.4128,70.6553,44.8064,0.2529219181362126,0.007246844043934
F_S_WWC_WM_630,14.1196,-1.24288,6.00304,-14.7948,-1.39,-1.45,9.06128,-0.507852,-44.9908,82.9066,-6.30292,0.5,34.7055,0.2,36.5503,14.5892,-8.93864,-24.3708,1.62667,8.48769,89.4294,59.3505,107.267,0.2179646939435216,0.0031761005808409
F_S_WWC_WM_631,4.88157,-5.1143,2.28885,6.36091,2.16,1.63,10.1716,4.0546,36.3251,26.1575,2.18541,0.1,-38.4813,-0.3,-6.11444,-9.26011,14.7616,16.3105,77.3889,38.8238,3.51334,82.0547,128.01,0.2472575522724252,0.0091813326535608
F_S_WWC_WM_632,9.67147,-1.47881,-6.79629,9.83528,2.25,1.53,15.5182,-2.78134,-26.5129,108.195,-9.09356,-0.1,-6.85984,-0.4,57.5234,6.8398,13.2515,-5.50572,46.7184,16.1785,13.6081,62.0319,-125.835,0.2458367340886525,0.0048774490843924
F_S_WWC_WM_633,10.881,-4.68785,13.8075,17.0545,1.28,1.73,14.3976,1.44711,28.8219,100.271,-7.30406,-0.1,31.3132,0.5,10.2606,20.4771,-9.7842,52.0318,-31.0419,-4.07798,-56.1541,-25.2242,-69.2458,0.259194355923588,0.0051596472273382
F_S_WWC_WM_634,8.92026,0.743232,-0.182915,-2.58153,2.01,-0.95,11.9752,-2.29422,-30.7901,10.6472,-9.56481,-0.4,13.4055,0.1,-1.68981,9.90983,-19.9425,50.0853,67.4253,2.50672,-41.3256,58.1781,114.527,0.2652936130697674,0.0055479178255502
F_S_WWC_WM_635,-7.2086,13.3778,13.5213,12.3637,1.39,0.92,-6.02653,1.25812,6.55767,94.3083,4.61054,0.6,24.1714,0.9,41.5787,-11.2036,23.0647,20.5607,31.6866,-40.8828,9.07389,60.9193,70.6911,0.2581192065348837,0.0123149464186794
F_S_WWC_WM_636,-0.357469,-4.33703,-1.77143,-0.954274,2.3,-1.62,-0.578024,-4.62914,16.6036,-2.84335,-8.98883,0.4,3.47603,0.2,10.9374,7.84816,28.2167,50.2406,-48.5693,39.071,59.0862,37.9884,-57.0252,0.2696431780431894,0.0037431674623288
F_S_WWC_WM_637,0.764904,7.90004,19.7099,-12.9339,1.65,2.29,17.7764,8.98432,39.1704,-84.5359,-6.78225,0.6,-3.50408,0.1,8.85438,23.1629,-15.2673,-5.23918,10.3125,13.3047,35.8837,16.3814,-11.5565,0.2566729842657807,0.0069811599894003
F_S_WWC_WM_639,6.76173,1.75572,-2.16443,-4.61217,2.17,-1.78,2.74223,8.54309,46.983,98.7461,-1.90909,-0.2,30.1073,0.5,4.49291,25.3365,17.3806,47.157,14.5019,9.77373,66.679,-10.2982,7.92333,0.2640336792657807,0.006612343337362
F_S_WWC_WM_640,12.9212,5.56472,-7.38987,3.07793,0.97,0.8,4.23273,6.74524,8.77497,-14.8695,-11.1651,-0.3,-9.02695,0.8,51.2385,-0.957591,3.11821,-19.2389,60.117,-41.5564,138.992,58.5213,-79.8697,0.2307243530166113,0.0039457737432729
F_S_WWC_WM_641,-0.12966,7.21909,3.27384,-11.1758,1.88,-1.35,18.5846,6.78635,35.2915,119.041,-10.9403,0.2,21.2683,0.1,42.3273,-7.45628,17.4925,-24.8261,7.59335,19.2118,15.3978,32.867,-189.353,0.2448983907275747,0.0067314023486733
F_S_WWC_WM_642,-5.09464,2.76065,13.33,12.08,-1.25,-1.11,-9.72498,9.09608,36.2046,61.5226,-13.622,0.1,-24.3176,0.5,-4.58096,21.5205,21.2681,51.6505,1.52027,-33.2626,-27.2831,42.4568,-47.4626,0.2895245860531561,0.005788772574379
F_S_WWC_WM_643,11.3972,5.19093,15.4863,2.37547,1.86,1.86,-1.13579,1.38658,9.22828,-10.0574,-10.203,0.0,23.503,0.8,55.681,-16.889,14.3982,-11.1652,-16.2919,10.672,-2.73959,-40.1516,-58.2181,0.24523089430897,0.0112651019305066
F_S_WWC_WM_644,-6.97501,5.43781,5.76662,-14.473,-1.38,-1.05,2.40887,8.34568,24.8792,111.287,-9.19082,0.2,7.1948,-0.2,59.8252,22.1166,26.5054,-8.92706,97.2023,-41.2978,126.936,54.1213,-3.82555,0.2390942137774086,0.0075129715799471
F_S_WWC_WM_646,10.33,1.22362,-0.499089,-18.1709,1.96,-1.01,4.66926,7.36683,-48.3127,59.2556,-7.0831,0.0,8.65736,0.4,-8.34413,-19.6513,20.3771,23.3011,123.682,-31.5429,71.0917,-38.7234,71.9545,0.2315030380830565,0.0060688746675701
F_S_WWC_WM_647,-0.615806,-0.905738,18.0251,12.7945,-1.14,0.45,-8.45119,-1.66975,18.0234,64.3248,0.728531,0.1,34.9795,0.9,42.0216,-8.69527,-29.8534,9.79953,121.02,-26.9409,78.5386,18.3372,-85.2746,0.213992574564784,0.0052774321515653
F_S_WWC_WM_648,-7.06221,5.72028,16.4494,11.8465,0.0,2.2,1.27978,3.88061,31.8933,-2.02938,1.07315,-0.2,35.1582,0.4,36.6968,28.2259,-12.855,-12.5742,18.3337,20.6621,12.5537,77.1592,-16.2072,0.2198564960664451,0.0061499331277016
F_S_WWC_WM_649,13.4515,11.8105,-0.724237,1.1699,1.29,1.11,9.35298,4.71037,21.7173,-89.1915,-2.18488,0.7,-8.72894,0.2,28.5381,28.0587,-6.96152,48.4513,44.44,-32.4228,-53.7334,-8.29024,-62.0779,0.2648968670863787,0.0100550506318406
F_S_WWC_WM_650,-5.74785,8.72528,-7.83262,3.15368,-0.07,1.69,13.8596,-3.70986,10.4614,-7.424,3.65584,0.6,-27.8801,0.2,48.2702,17.6003,7.4116,46.8448,10.6307,17.8059,-37.6934,33.6014,14.4442,0.2713505327541528,0.0087024017253582
F_S_WWC_WM_651,11.8991,8.5318,18.2017,-8.82177,0.8,-1.51,-4.03107,3.47031,-14.3908,76.8757,-11.4101,0.1,-10.1655,0.1,33.1491,13.8023,-28.3854,39.1011,-52.3788,45.4762,87.7792,76.2989,45.151,0.2810777094916943,0.0137534248873458
F_S_WWC_WM_652,6.37871,-4.3914,15.5957,10.5563,2.19,0.11,2.49968,-4.25102,11.2098,73.2503,-0.569034,0.7,-39.4149,0.8,47.3475,10.9705,7.16593,24.4114,82.2922,25.4514,-1.21948,-46.7595,5.16425,0.2401024122159469,0.0056849648605653
F_S_WWC_WM_653,-0.548153,-5.4625,-0.306051,-5.0992,-1.64,2.17,1.69334,1.09163,37.1911,-31.3437,-3.36425,0.5,-9.56867,0.4,51.7211,-6.0692,-21.4751,-21.7035,72.1543,-47.1879,84.9804,23.1056,82.1942,0.2063039924784053,0.004622066813036
F_S_WWC_WM_654,12.0451,-5.40904,12.8085,6.58543,-1.09,0.3,13.7501,-3.92397,36.0333,11.0512,-11.2049,0.7,11.8591,0.0,50.2388,16.8318,2.50592,-3.0717,-33.8118,12.6996,39.1891,-27.8196,124.137,0.2414326608737541,0.0056064960780867
F_S_WWC_WM_655,-6.65975,8.63977,6.88821,-0.462653,-0.48,-1.27,10.2986,5.34369,-41.6468,-76.3152,3.75571,-0.3,30.9573,0.1,30.4776,28.6935,16.0299,14.3079,96.3386,-1.45945,-34.4428,8.77489,-119.57,0.262352550295681,0.0088727442536636
F_S_WWC_WM_656,-3.06135,-7.16518,9.32299,9.12016,-0.05,1.0,1.05186,8.89138,-10.2844,-71.2809,-7.86969,0.1,38.8328,0.7,-21.5014,12.0606,4.45587,23.8489,112.801,-48.0429,146.173,39.244,13.2679,0.2330072427641196,0.0054802910770399
F_S_WWC_WM_657,0.21306,8.6935,-2.78645,19.4537,1.85,2.07,10.7363,2.83711,-43.7666,126.067,-3.28942,0.4,8.08556,0.5,-14.9242,-19.4157,15.1054,50.1461,104.803,0.769931,37.9308,12.6017,-182.521,0.2572854052059801,0.0078545893160145
F_S_WWC_WM_658,-4.86201,1.93078,10.0879,-2.9783,1.34,-0.26,12.8039,-1.27733,-48.0158,101.068,2.02304,0.6,25.2935,0.8,-14.6239,19.9064,-17.6415,43.2354,61.8747,-39.162,31.5284,51.196,-63.8137,0.2485935046146179,0.0062072437566584
F_S_WWC_WM_659,7.23519,-2.75033,10.17,-7.37605,-1.48,-1.6,5.97905,-0.280635,23.3473,-39.294,-1.7173,-0.2,-8.0831,0.9,5.45043,27.6731,-12.9698,16.6766,-58.9085,-16.6665,89.3249,35.0962,-87.1701,0.2343652668737541,0.0066449673607555
F_S_WWC_WM_660,-5.90288,-2.46694,15.6414,-0.0358234,-0.14,-0.23,15.7949,7.55469,-26.6092,-44.4814,-13.4429,-0.3,24.7826,-0.2,48.4333,11.3565,-7.18515,48.2731,66.8221,33.477,110.319,31.4914,74.7253,0.2578629200498339,0.006912219419841
F_S_WWC_WM_661,-7.24458,9.8841,2.36779,5.1009,-1.65,1.18,2.44185,2.42196,-10.1092,73.4475,-1.34992,0.1,24.6266,0.9,50.502,5.06062,6.51221,32.2828,128.819,34.9304,4.21809,8.83583,-127.547,0.2543676871561462,0.0072118923748916
F_S_WWC_WM_662,-1.72328,0.978148,3.66799,4.6315,2.15,1.82,-2.56101,-3.06516,46.4132,55.406,-5.8395,0.3,12.6945,0.9,20.744,24.5449,24.6285,44.1818,112.13,-19.0137,97.8469,72.913,-64.1774,0.2478945804219269,0.0066211640536276
F_S_WWC_WM_663,14.4602,2.73056,-0.236769,-19.842,-0.75,-0.75,6.56771,-4.4375,0.784581,-45.0964,-4.87226,0.0,-16.7733,-0.3,26.6068,22.6033,22.5804,26.488,24.6156,-0.988351,-14.3906,47.7861,144.523,0.2493909298970099,0.010881108632465
F_S_WWC_WM_664,-5.58072,9.63668,-3.67587,2.27114,-0.16,0.35,-6.07674,5.44685,-43.9785,102.681,-14.3125,-0.4,18.2561,0.4,-8.46242,-5.10835,11.7259,12.3721,-43.2089,-43.3116,31.9609,-6.20915,-95.6567,0.2879482700199335,0.0121022106155873
F_S_WWC_WM_665,-4.00355,6.51376,3.71245,11.7828,2.04,2.2,11.145,-0.450606,-19.0952,-85.8349,-6.94604,0.3,-19.5622,0.1,30.3474,6.48348,23.701,7.18941,31.9697,5.05007,-47.8863,89.1595,149.291,0.2490927396976744,0.0038605379645549
F_S_WWC_WM_666,1.60259,9.05816,16.7964,14.7924,0.99,2.38,14.3466,0.102146,38.5525,75.9177,-11.3214,0.0,6.63711,0.2,23.765,-14.1531,10.4434,49.3825,64.8038,-22.7958,68.8717,19.1285,120.244,0.2767651651063123,0.0082937333303025
F_S_WWC_WM_667,1.29557,8.61282,1.76388,1.80805,-0.06,2.03,-3.97907,6.13164,39.9716,-85.3367,-4.53901,0.3,-25.6441,0.1,37.8127,4.66907,25.9741,-4.27476,-49.1799,-31.2785,-1.58575,-59.9832,-9.60573,0.2543845582491694,0.0060231379446051
F_S_WWC_WM_668,2.49977,-2.62006,5.49599,-14.0463,-0.38,1.75,16.0711,-2.03617,-30.6323,-56.3825,-2.22682,-0.3,33.8572,0.4,52.2886,-4.89548,-7.54908,-3.32784,102.109,-38.2885,-22.5075,-37.9899,-77.0602,0.2147217046611295,0.005967805934382
F_S_WWC_WM_669,13.3402,11.199,4.92569,17.1536,0.38,1.37,-6.28889,3.64302,-1.45206,-91.8862,-13.1436,-0.3,6.34737,-0.1,35.5202,19.415,6.51483,3.01426,25.0402,32.9121,-44.2028,-51.973,-85.5948,0.2642157472691029,0.009072686300902
F_S_WWC_WM_670,-5.67476,-7.2277,1.47352,15.6346,1.72,0.0,12.0998,4.51472,38.7112,106.344,-14.0781,-0.4,-7.18514,0.5,53.9478,2.4151,-23.1253,26.9966,26.9653,38.3217,136.193,53.0754,-7.45913,0.2619815169036545,0.0080316247700714
F_S_WWC_WM_671,5.82777,4.58184,9.07404,4.02426,2.38,0.26,-8.29727,-4.35918,21.7038,44.3813,4.67482,0.2,-19.7884,-0.2,40.21,15.0771,29.0557,-8.35653,-1.97348,-17.7841,10.9543,74.9937,53.9155,0.2303857061594684,0.0089099119730688
F_S_WWC_WM_672,-7.52904,4.73333,-7.97739,-14.4221,-0.65,1.0,-5.05428,4.16714,22.128,122.637,-1.97015,-0.1,-8.90403,0.4,11.9368,-15.413,-6.59796,17.9752,75.0628,-3.15975,-49.6834,49.2412,-130.722,0.2632277042192691,0.006640999679893
F_S_WWC_WM_674,0.799976,6.21425,6.74231,13.6789,1.67,-0.28,3.59959,4.63519,-23.1197,135.175,-11.0434,-0.2,-37.1664,-0.4,-18.1788,17.0091,9.03141,-15.2615,70.759,11.295,12.6264,85.7089,64.4904,0.2583215683787375,0.0088992217687583
F_S_WWC_WM_675,4.7714,-4.85098,6.2876,-12.6024,-0.25,1.57,-6.21613,-1.32577,-8.27849,129.07,-12.1652,0.6,29.5836,1.0,18.9732,5.15889,-11.7164,33.7888,81.0894,-4.60111,-35.079,-26.9094,-163.514,0.2475644115448505,0.0053663558754144
F_S_WWC_WM_676,-1.77687,-0.899217,5.82266,3.82373,-1.35,1.97,-9.27498,8.69263,25.3634,91.3046,-0.27493,-0.2,-22.3548,-0.1,25.9672,21.862,11.5319,11.4068,24.7887,42.8154,48.0168,86.9035,75.671,0.236292819192691,0.0067858361161792
F_S_WWC_WM_677,-3.35211,14.0997,19.8605,4.91664,1.45,0.6,2.9083,2.08426,0.889515,84.2305,0.201602,0.0,4.60924,0.6,-24.6637,22.1957,-5.83504,-6.41052,51.24,33.7763,-55.7472,-41.191,-40.904,0.2478508868571428,0.0066003293008695
