Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd,Average Cl,Std Cl,Average Cl_f,Std Cl_f,Average Cl_r,Std Cl_r
F_S_WWC_WM_646,10.33,1.22362,-0.499089,-18.1709,1.96,-1.01,4.66926,7.36683,-48.3127,59.2556,-7.0831,0.0,8.65736,0.4,-8.34413,-19.6513,20.3771,23.3011,123.682,-31.5429,71.0917,-38.7234,71.9545,0.2443409525049834,0.0062150900756956,-0.0062750427207375,0.0273044020973936,-0.0582999476637873,0.0082697721520451,0.0520249049456013,0.0279471033031957
F_S_WWC_WM_647,-0.615806,-0.905738,18.0251,12.7945,-1.14,0.45,-8.45119,-1.66975,18.0234,64.3248,0.728531,0.1,34.9795,0.9,42.0216,-8.69527,-29.8534,9.79953,121.02,-26.9409,78.5386,18.3372,-85.2746,0.2258431975215947,0.0031572404605129,-0.0777942701807308,0.0281285358885959,-0.0895544466551495,0.012365710990615,0.0117601764679176,0.0208909205799992
F_S_WWC_WM_648,-7.06221,5.72028,16.4494,11.8465,0.0,2.2,1.27978,3.88061,31.8933,-2.02938,1.07315,-0.2,35.1582,0.4,36.6968,28.2259,-12.855,-12.5742,18.3337,20.6621,12.5537,77.1592,-16.2072,0.2189251742790698,0.0102754900960028,-0.1372908605900332,0.0303464537825829,-0.1759575960697674,0.0117398563149497,0.0386667354689833,0.0267945508960268
F_S_WWC_WM_649,13.4515,11.8105,-0.724237,1.1699,1.29,1.11,9.35298,4.71037,21.7173,-89.1915,-2.18488,0.7,-8.72894,0.2,28.5381,28.0587,-6.96152,48.4513,44.44,-32.4228,-53.7334,-8.29024,-62.0779,0.2732730123222592,0.009816556340404,-0.0070378546173435,0.0449440234210096,-0.0325021038718604,0.0114130882541765,0.0254642492575747,0.0435009676433037
F_S_WWC_WM_650,-5.74785,8.72528,-7.83262,3.15368,-0.07,1.69,13.8596,-3.70986,10.4614,-7.424,3.65584,0.6,-27.8801,0.2,48.2702,17.6003,7.4116,46.8448,10.6307,17.8059,-37.6934,33.6014,14.4442,0.263980918435216,0.0098513605522095,0.0001211758562724,0.0246433517305868,-0.1105586266671096,0.0059137302637087,0.110679802526578,0.0277756557890077
F_S_WWC_WM_651,11.8991,8.5318,18.2017,-8.82177,0.8,-1.51,-4.03107,3.47031,-14.3908,76.8757,-11.4101,0.1,-10.1655,0.1,33.1491,13.8023,-28.3854,39.1011,-52.3788,45.4762,87.7792,76.2989,45.151,0.2725339867475083,0.0083875798227236,-0.0356609767640963,0.0188889877709571,-0.0770490391475083,0.0111079519120355,0.0413880623821594,0.0125989650928095
F_S_WWC_WM_652,6.37871,-4.3914,15.5957,10.5563,2.19,0.11,2.49968,-4.25102,11.2098,73.2503,-0.569034,0.7,-39.4149,0.8,47.3475,10.9705,7.16593,24.4114,82.2922,25.4514,-1.21948,-46.7595,5.16425,0.2393224925215947,0.0056868358429032,-0.026660719461887,0.0305874264474238,-0.0185774512010498,0.0099650278104682,-0.0080832682659568,0.0312733411666731
F_S_WWC_WM_653,-0.548153,-5.4625,-0.306051,-5.0992,-1.64,2.17,1.69334,1.09163,37.1911,-31.3437,-3.36425,0.5,-9.56867,0.4,51.7211,-6.0692,-21.4751,-21.7035,72.1543,-47.1879,84.9804,23.1056,82.1942,0.2144831988903654,0.0060886836009326,-0.0398860331432225,0.0220257845153691,-0.1077870328152824,0.0121629127124636,0.0679009996813953,0.0197137332436137
F_S_WWC_WM_654,12.0451,-5.40904,12.8085,6.58543,-1.09,0.3,13.7501,-3.92397,36.0333,11.0512,-11.2049,0.7,11.8591,0.0,50.2388,16.8318,2.50592,-3.0717,-33.8118,12.6996,39.1891,-27.8196,124.137,0.2243000674451827,0.0070696881362171,-0.0233142073046239,0.0227953369128427,-0.0210708456186771,0.015383441573099,-0.0022433616854461,0.0223368157525934
F_S_WWC_WM_656,-3.06135,-7.16518,9.32299,9.12016,-0.05,1.0,1.05186,8.89138,-10.2844,-71.2809,-7.86969,0.1,38.8328,0.7,-21.5014,12.0606,4.45587,23.8489,112.801,-48.0429,146.173,39.244,13.2679,0.2308211292956811,0.0042497446134917,-0.0223717168201129,0.0140840910568236,-0.1289248859534883,0.0038214499756597,0.1065531691634551,0.0146684831054586
F_S_WWC_WM_657,0.21306,8.6935,-2.78645,19.4537,1.85,2.07,10.7363,2.83711,-43.7666,126.067,-3.28942,0.4,8.08556,0.5,-14.9242,-19.4157,15.1054,50.1461,104.803,0.769931,37.9308,12.6017,-182.521,0.274184445,0.0076295330413834,0.036813945194186,0.0342917108329193,-0.0669446831764119,0.0070490848205403,0.103758628364784,0.0379015892483272
F_S_WWC_WM_658,-4.86201,1.93078,10.0879,-2.9783,1.34,-0.26,12.8039,-1.27733,-48.0158,101.068,2.02304,0.6,25.2935,0.8,-14.6239,19.9064,-17.6415,43.2354,61.8747,-39.162,31.5284,51.196,-63.8137,0.2499679867940199,0.0047134605372105,-0.1001279519192691,0.0210152377903455,-0.1454773560797342,0.0131527648784365,0.0453494041594684,0.0152739635310588
F_S_WWC_WM_659,7.23519,-2.75033,10.17,-7.37605,-1.48,-1.6,5.97905,-0.280635,23.3473,-39.294,-1.7173,-0.2,-8.0831,0.9,5.45043,27.6731,-12.9698,16.6766,-58.9085,-16.6665,89.3249,35.0962,-87.1701,0.2366249096578073,0.0061272362140785,-0.0122504897297508,0.0150119522132362,-0.0545498239564784,0.0091058693587474,0.0422993342279069,0.0104132154633162
F_S_WWC_WM_660,-5.90288,-2.46694,15.6414,-0.0358234,-0.14,-0.23,15.7949,7.55469,-26.6092,-44.4814,-13.4429,-0.3,24.7826,-0.2,48.4333,11.3565,-7.18515,48.2731,66.8221,33.477,110.319,31.4914,74.7253,0.2555281465083056,0.0065187910414986,-0.0746673828066445,0.0305830180907576,-0.1847925283455149,0.0128051674991626,0.1101251455302325,0.0324895140699504
F_S_WWC_WM_661,-7.24458,9.8841,2.36779,5.1009,-1.65,1.18,2.44185,2.42196,-10.1092,73.4475,-1.34992,0.1,24.6266,0.9,50.502,5.06062,6.51221,32.2828,128.819,34.9304,4.21809,8.83583,-127.547,0.2574750880564784,0.0089002253450079,-0.11021230960897,0.0289444782486959,-0.124375215269103,0.0112492729793968,0.0141629056365813,0.0317446618233648
F_S_WWC_WM_662,-1.72328,0.978148,3.66799,4.6315,2.15,1.82,-2.56101,-3.06516,46.4132,55.406,-5.8395,0.3,12.6945,0.9,20.744,24.5449,24.6285,44.1818,112.13,-19.0137,97.8469,72.913,-64.1774,0.2527767664385382,0.0054387407885946,-0.0205617904891556,0.0196725170024778,-0.1280384851694352,0.0094027442968258,0.1074766946332225,0.017757949945321
F_S_WWC_WM_663,14.4602,2.73056,-0.236769,-19.842,-0.75,-0.75,6.56771,-4.4375,0.784581,-45.0964,-4.87226,0.0,-16.7733,-0.3,26.6068,22.6033,22.5804,26.488,24.6156,-0.988351,-14.3906,47.7861,144.523,0.2470680585980066,0.0062261100456024,0.0215471440270033,0.021394749430499,-0.0347225403951495,0.0119991633969549,0.0562696844222591,0.017245815192141
F_S_WWC_WM_664,-5.58072,9.63668,-3.67587,2.27114,-0.16,0.35,-6.07674,5.44685,-43.9785,102.681,-14.3125,-0.4,18.2561,0.4,-8.46242,-5.10835,11.7259,12.3721,-43.2089,-43.3116,31.9609,-6.20915,-95.6567,0.281438569089701,0.0083041311905985,-0.0047627881681449,0.0332839704081854,-0.1540390841960133,0.0060058292735988,0.1492762960355481,0.0342255981517851
F_S_WWC_WM_665,-4.00355,6.51376,3.71245,11.7828,2.04,2.2,11.145,-0.450606,-19.0952,-85.8349,-6.94604,0.3,-19.5622,0.1,30.3474,6.48348,23.701,7.18941,31.9697,5.05007,-47.8863,89.1595,149.291,0.2556816829036545,0.0090240890032106,-0.0282811792787019,0.0249717707064182,-0.1183662647970099,0.0151269300172581,0.0900850855196013,0.0180503897918442
F_S_WWC_WM_666,1.60259,9.05816,16.7964,14.7924,0.99,2.38,14.3466,0.102146,38.5525,75.9177,-11.3214,0.0,6.63711,0.2,23.765,-14.1531,10.4434,49.3825,64.8038,-22.7958,68.8717,19.1285,120.244,0.2693757430166112,0.0075995228261353,0.0007788811529707,0.0398159737714342,-0.0772430684717608,0.0088668965780849,0.0780219496122325,0.0436758057899166
F_S_WWC_WM_667,1.29557,8.61282,1.76388,1.80805,-0.06,2.03,-3.97907,6.13164,39.9716,-85.3367,-4.53901,0.3,-25.6441,0.1,37.8127,4.66907,25.9741,-4.27476,-49.1799,-31.2785,-1.58575,-59.9832,-9.60573,0.2401209016445182,0.0057192687203664,-0.030065430997372,0.020235857148414,-0.0850919983601329,0.0092611074702769,0.0550265673691029,0.0184714870712892
F_S_WWC_WM_668,2.49977,-2.62006,5.49599,-14.0463,-0.38,1.75,16.0711,-2.03617,-30.6323,-56.3825,-2.22682,-0.3,33.8572,0.4,52.2886,-4.89548,-7.54908,-3.32784,102.109,-38.2885,-22.5075,-37.9899,-77.0602,0.2170522842093023,0.0069946219919778,-0.0536233861897342,0.0307677885721336,-0.0534277309684385,0.0131794784786193,-0.0001956552278936,0.0239477707067132
F_S_WWC_WM_669,13.3402,11.199,4.92569,17.1536,0.38,1.37,-6.28889,3.64302,-1.45206,-91.8862,-13.1436,-0.3,6.34737,-0.1,35.5202,19.415,6.51483,3.01426,25.0402,32.9121,-44.2028,-51.973,-85.5948,0.2591252569867109,0.0097445362269429,-0.0200587388509966,0.0302547015116715,-0.0068673100686179,0.0115315967320234,-0.0131914287851461,0.0338296190523145
F_S_WWC_WM_670,-5.67476,-7.2277,1.47352,15.6346,1.72,0.0,12.0998,4.51472,38.7112,106.344,-14.0781,-0.4,-7.18514,0.5,53.9478,2.4151,-23.1253,26.9966,26.9653,38.3217,136.193,53.0754,-7.45913,0.263538078551495,0.0076551631299213,-0.026249828751501,0.0225827849675622,-0.1972415105415282,0.0052393192979286,0.1709916817674418,0.0212046480017813
F_S_WWC_WM_671,5.82777,4.58184,9.07404,4.02426,2.38,0.26,-8.29727,-4.35918,21.7038,44.3813,4.67482,0.2,-19.7884,-0.2,40.21,15.0771,29.0557,-8.35653,-1.97348,-17.7841,10.9543,74.9937,53.9155,0.2249823655016611,0.0063152394315921,0.0147282623395099,0.0237730683869547,-0.0770021011551495,0.0087557527462016,0.0917303634770764,0.0234056833633574
F_S_WWC_WM_672,-7.52904,4.73333,-7.97739,-14.4221,-0.65,1.0,-5.05428,4.16714,22.128,122.637,-1.97015,-0.1,-8.90403,0.4,11.9368,-15.413,-6.59796,17.9752,75.0628,-3.15975,-49.6834,49.2412,-130.722,0.2426877074152824,0.0089670441723394,-0.1149831783242524,0.0178730131587487,-0.1933029584983388,0.0043768934352182,0.0783197801774086,0.0154422944020116
F_S_WWC_WM_673,1.45564,3.51997,-5.90472,8.47689,2.35,1.23,-1.40314,4.06437,19.2036,22.3813,-10.9032,0.1,7.96427,0.5,-18.3424,-7.94585,-20.7405,10.3278,85.1278,44.3613,147.229,87.9912,-117.961,0.2723164309501661,0.0072931661547781,0.0953681209707641,0.0273412093344759,-0.1102002275086378,0.0086649780977029,0.2055683484983388,0.031293646819945
F_S_WWC_WM_674,0.799976,6.21425,6.74231,13.6789,1.67,-0.28,3.59959,4.63519,-23.1197,135.175,-11.0434,-0.2,-37.1664,-0.4,-18.1788,17.0091,9.03141,-15.2615,70.759,11.295,12.6264,85.7089,64.4904,0.2542397287475083,0.0085385850324341,-0.0139959309668707,0.0273539707772982,-0.1010104788431893,0.0128999776338621,0.0870145478627907,0.0339362269641745
F_S_WWC_WM_675,4.7714,-4.85098,6.2876,-12.6024,-0.25,1.57,-6.21613,-1.32577,-8.27849,129.07,-12.1652,0.6,29.5836,1.0,18.9732,5.15889,-11.7164,33.7888,81.0894,-4.60111,-35.079,-26.9094,-163.514,0.2467665338172757,0.0039263917552882,-0.0882133307176079,0.0223488746781088,-0.0377531193049501,0.0132130233026569,-0.0504602114049833,0.0163993072368752
F_S_WWC_WM_676,-1.77687,-0.899217,5.82266,3.82373,-1.35,1.97,-9.27498,8.69263,25.3634,91.3046,-0.27493,-0.2,-22.3548,-0.1,25.9672,21.862,11.5319,11.4068,24.7887,42.8154,48.0168,86.9035,75.671,0.2257728496245847,0.0075446959012583,-0.034914103316774,0.0266314739860051,-0.1276840514418604,0.0125225556101164,0.0927699481455149,0.0178732628635033
F_S_WWC_WM_677,-3.35211,14.0997,19.8605,4.91664,1.45,0.6,2.9083,2.08426,0.889515,84.2305,0.201602,0.0,4.60924,0.6,-24.6637,22.1957,-5.83504,-6.41052,51.24,33.7763,-55.7472,-41.191,-40.904,0.2513678884418605,0.0147827579141428,-0.1328675073388704,0.0283779360045627,-0.1149586464657807,0.0091237332255844,-0.0179088608509364,0.0284039687536265
F_S_WWC_WM_678,14.9612,-1.7482,-2.00879,-16.0151,0.6,-1.39,0.409288,3.29448,-5.71133,28.5999,-1.28116,-0.3,3.93027,0.2,26.4148,-19.2361,-14.2297,53.0906,51.4293,24.2522,117.52,59.7062,-80.9827,0.2499716372159468,0.0059485294134302,0.0476672943222591,0.0307946655705062,-0.0485840227252491,0.0110559424235923,0.0962513170415282,0.0272318005242235
F_S_WWC_WM_679,7.76582,14.1689,1.19552,-7.43203,-0.04,1.94,7.12814,9.2934,-15.2094,32.6501,-8.8746,0.3,-25.2017,1.0,17.2074,-8.76952,-15.6008,1.40378,111.2,17.2422,123.918,65.8777,-9.4962,0.2535370714551495,0.008977548892919,0.0182136875933189,0.0370735969443867,-0.0583443749475083,0.0113384164130982,0.0765580625485049,0.0385659573614965
F_S_WWC_WM_680,-2.48645,12.3649,9.87665,14.2848,1.55,-1.38,-4.38741,-2.16703,-49.6033,47.119,-6.01564,-0.1,26.3565,0.9,36.297,23.8644,8.31832,28.043,61.2235,-9.00923,64.9416,-46.3293,-150.934,0.2659593985448504,0.012694265833776,-0.0883896053598006,0.0223013018599296,-0.1097212019963455,0.014405784818751,0.0213315966279767,0.0293375086004297
F_S_WWC_WM_681,-0.578123,6.33684,3.79055,7.9076,-0.5,2.37,18.0014,1.63973,-34.8121,98.1723,3.17253,-0.2,8.41164,0.0,15.628,20.33,13.4196,30.0554,125.336,31.4011,101.384,-7.59267,129.067,0.2610598351495016,0.008622614582574,-0.0123732797096112,0.0275431287751763,-0.0866507427976744,0.005802156138311,0.0742774630973421,0.0307268343376841
F_S_WWC_WM_682,7.87336,2.92595,9.30914,6.32041,2.29,-0.13,12.2676,2.99789,43.458,29.6314,-2.89352,0.6,-9.62174,-0.2,48.9547,-17.5313,-9.44041,-2.98264,-51.8421,15.7335,67.074,48.1612,-186.6,0.234778181654485,0.006873836100104,-0.0212425485480033,0.0267339748317706,-0.0727987135990033,0.0060863327355562,0.0515561650505647,0.029657831086011
F_S_WWC_WM_683,14.225,14.0428,8.48388,6.2545,-1.23,1.36,5.1749,-2.87182,31.4852,-52.2153,-12.2084,-0.2,28.4951,0.3,6.97536,7.40338,16.9986,-24.2034,31.3474,3.13608,99.0032,9.83525,32.3426,0.247742128013289,0.0062773170355288,-0.0681962772660867,0.0383503431252945,-0.0258840654202657,0.0093190095176733,-0.0423122118468106,0.0339040779848321
F_S_WWC_WM_684,8.97993,7.11873,7.82808,14.8911,-1.59,1.48,5.32439,-1.06147,-48.8044,-33.9988,-2.49146,0.6,-37.323,0.5,4.72482,-15.6274,29.7005,-7.95544,93.5208,-11.5578,-1.03522,60.2739,-32.3928,0.225844458757475,0.0086371688406856,-0.0480877774213322,0.0275170707415419,-0.0134626970285046,0.0111090166114596,-0.0346250803955049,0.0281569157711256
F_S_WWC_WM_685,-2.46233,3.70282,13.9702,-18.6714,-1.33,1.67,9.55295,6.4806,28.2581,20.4572,0.796125,0.8,-25.0312,0.6,16.1551,-19.0507,3.61427,21.8427,-31.3631,-29.9379,142.527,28.7896,80.5362,0.2340792596677741,0.0048349769298353,-0.113159222820598,0.0172609069069996,-0.1423555227873754,0.005531049658698,0.0291962999528571,0.0155730291092188
F_S_WWC_WM_686,14.9117,11.6903,8.42473,-7.78832,1.3,1.54,-1.10682,-4.04779,36.4446,80.8977,3.43432,-0.1,-2.35146,0.3,20.8245,26.7196,3.4496,30.212,-37.1721,-32.0346,143.825,57.7055,11.3666,0.2586760821029901,0.0091162583945919,0.0796465316106976,0.0360091153726624,-0.025601667933986,0.0130725349094158,0.1052481995358804,0.0420251525287544
F_S_WWC_WM_687,-7.56836,7.25832,1.22504,-8.21326,1.01,-1.3,10.9997,-0.605805,-6.77908,41.1993,4.87345,0.5,-37.7032,-0.3,-20.7657,11.8264,-8.09008,33.883,-8.36711,-9.30651,-16.0296,-6.43075,-111.395,0.2656789004684385,0.0078867782620188,-0.1203095394817276,0.0188249045121646,-0.1868931845049833,0.0085211568789843,0.0665836449870432,0.0215442552720996
F_S_WWC_WM_688,2.2952,3.42508,18.1855,-11.1309,-0.91,0.57,7.24799,6.14556,31.8177,-58.9711,3.92818,0.1,-34.7095,-0.2,33.8697,-10.9198,-11.5174,-11.9691,122.109,34.4452,145.534,43.4288,-8.75718,0.2233920167873754,0.0029079954233295,-0.0368557031265946,0.0214475552145624,-0.091543835530897,0.0051446783610044,0.0546881324102325,0.0226080746296552
F_S_WWC_WM_689,-2.42027,-5.27693,1.8372,13.0724,0.67,-1.25,17.6627,-0.812788,33.7603,48.618,-12.6005,-0.4,-27.6258,-0.1,-12.6768,20.2159,14.4443,-18.4996,103.026,-25.1644,24.9894,-30.1989,-95.1769,0.2368140702923588,0.0056055854440396,0.0068600839979966,0.0212522273342776,-0.1045421526036544,0.0130392688628331,0.1114022366146179,0.0142805231038603
F_S_WWC_WM_690,-6.0247,-5.96851,17.9524,6.4,1.69,-0.46,15.4196,5.13453,-40.7466,32.2258,-4.08795,0.7,4.30522,0.9,43.265,12.1007,12.358,0.196185,56.9466,48.2634,-49.0516,74.2109,-59.6409,0.2388904836976744,0.0094759126084052,-0.0932169992641196,0.0194198600597211,-0.1463185212292359,0.0104129883377983,0.0531015219295681,0.0130296690546221
F_S_WWC_WM_691,8.3489,2.0005,4.31193,16.4241,-0.44,-1.4,-1.00204,8.49113,44.0123,41.6157,-7.19333,0.8,-25.7833,0.2,15.3162,28.4966,6.79044,18.9536,-30.7934,26.1719,98.7231,74.5018,-17.8464,0.2509208309435216,0.0057000047263174,-0.02988601354276,0.0372406857768422,-0.058878266326578,0.0098138936196585,0.0289922527844019,0.0353170181688315
F_S_WWC_WM_692,-0.984406,8.56897,12.7023,11.0611,-1.18,1.79,8.4556,8.50611,-17.9458,7.09599,-6.19086,0.5,-17.7082,-0.1,-22.3219,-19.9227,-22.1116,51.8572,83.587,-43.2823,127.814,4.8239,-33.4671,0.2561124566146179,0.0075428743786609,-0.0885433084056478,0.0397006010060053,-0.091002537188372,0.0107741671476817,0.0024592287781993,0.0394461017218948
F_S_WWC_WM_693,10.6885,-3.35733,1.64205,-18.7413,1.21,-1.21,5.27698,6.99778,13.3546,-22.0784,1.70953,0.3,-0.00628341,0.8,57.7151,-15.1186,-6.14367,-5.05854,-27.2674,-36.421,101.413,-27.0193,131.183,0.2113469803654485,0.0045592053736867,0.0137885606211511,0.0178576188090522,-0.0257880924846988,0.0110930195180242,0.0395766531079734,0.0137463650493826
F_S_WWC_WM_694,4.99589,9.51522,17.9732,0.746453,0.98,1.86,10.6332,-1.45041,-24.0492,72.0605,-0.388454,0.8,36.5369,0.5,17.623,10.1165,21.0387,-10.0019,129.134,19.4551,132.599,-29.936,-22.2441,0.227160941013289,0.0048289143838711,-0.1285091299299003,0.0345853747241363,-0.0496227403076412,0.010285407126344,-0.0788863896491694,0.0311037109374419
F_S_WWC_WM_695,-1.72994,-3.32696,18.2957,-1.80484,-1.66,-0.3,8.72573,-2.55329,-6.16984,-81.0808,-0.51302,0.0,24.2504,0.6,32.2072,2.29186,27.9652,33.3519,71.562,6.4821,-9.75925,65.2299,4.13438,0.2408665966843853,0.009943665436965,-0.0629773047576445,0.0350833057064515,-0.0962971063461794,0.0130912508781401,0.0333198015858438,0.0314919807305892
F_S_WWC_WM_696,-6.78225,7.35284,12.5561,-3.63019,-0.24,0.55,10.0909,-3.11099,48.0564,50.5379,-11.2561,-0.3,18.836,0.1,41.6691,15.0459,-13.3777,4.98423,83.2855,34.2759,-6.21867,-56.0253,-100.029,0.2594135360531561,0.0093233343046036,-0.1780082417342193,0.0312379507395341,-0.1405000034152823,0.0158720872719941,-0.0375082383162109,0.0350129517405361
F_S_WWC_WM_697,9.57647,-4.20234,2.92762,-2.38679,1.25,1.03,14.0645,-4.66051,44.2323,132.149,2.62056,-0.2,29.0986,-0.1,31.5132,15.3858,-8.45925,-24.7427,-27.6356,40.1925,99.6222,62.1508,-76.3287,0.2016412538970099,0.0045411491348114,0.0638923805700996,0.0149515018158246,-0.0563456659837209,0.0122132582599564,0.1202380465681063,0.0093859739958954
F_S_WWC_WM_698,14.7942,-1.70443,4.66415,12.5388,-1.1,-0.61,8.54318,2.16372,49.087,29.2328,0.489951,0.6,37.5516,0.8,51.8538,18.3489,-3.55027,44.5543,-19.8305,-33.9209,54.3266,26.6718,-145.471,0.2271357281229236,0.0065175860908012,-0.0147734082177923,0.0215499550418506,-0.0013170636993406,0.0131233604429827,-0.0134563445194636,0.0144379548621738
F_S_WWC_WM_699,3.22923,7.82559,-7.11964,0.299608,-0.66,-0.18,4.94164,-0.958639,38.9943,59.7656,-5.32869,0.6,-26.6591,0.7,-21.2378,-6.31918,19.736,35.7931,-38.7778,-2.36745,89.7489,55.6363,-187.533,0.2711891883023256,0.0139566479464938,0.0219798442578405,0.0325328346584477,-0.1101315195996677,0.0116360562002343,0.1321113638780731,0.0371178264863858
F_S_WWC_WM_700,-0.656325,10.4698,9.9764,9.62379,-0.09,-1.57,18.28,-2.66116,7.14904,149.948,-9.22691,0.0,-27.7653,0.4,4.98828,-8.39301,-12.7634,47.0086,-35.9059,-37.4068,26.6962,79.922,8.04395,0.2884090619634551,0.0090754142479229,0.0132796697585049,0.02856575050367,-0.0893605852916943,0.0111264378127101,0.1026402550504983,0.0199706720708507
F_S_WWS_WM_001,10.1099,11.4064,-5.46415,-12.0162,2.26,-0.61,-5.53895,0.988306,-14.3908,88.4825,-12.8101,0.7,-15.4682,-0.3,-9.34836,23.849,1.58493,21.2484,103.785,-25.4121,-14.3906,28.4813,16.4525,0.2800060735780731,0.0097699515145607,0.0950924660867109,0.0253886269508062,-0.0590334444651162,0.0093306397397029,0.1541259105946844,0.0221939365736777
F_S_WWS_WM_002,1.03776,-2.50048,7.12164,-13.0736,0.43,2.0,-2.40291,2.64545,-23.748,105.888,4.40581,0.7,-6.34908,-0.4,-1.07422,-16.9495,8.157,8.14634,45.08,-36.497,-16.9201,47.0299,125.643,0.2285643879401993,0.0041583078317019,-0.050380394713897,0.0303197961556035,-0.1087292252475083,0.0108144730728895,0.0583488305485049,0.0266354805699657
F_S_WWS_WM_003,10.6885,7.9281,1.25661,-11.5463,-0.55,1.27,-5.84264,7.94372,49.2193,-33.3192,-5.88646,0.4,11.756,0.6,41.8471,17.3775,1.7845,-14.6882,127.773,35.0857,3.74546,64.5279,-56.1091,0.2478575461262458,0.0054789971018223,-0.1132408567737541,0.019765153922545,-0.0702612371840531,0.0095807100813535,-0.0429796195807641,0.0165573088173161
F_S_WWS_WM_004,14.5334,-1.17721,4.83007,-9.7897,1.19,2.33,12.9959,6.12042,-40.6043,-11.8186,-5.66616,-0.3,31.3316,0.3,9.76643,26.8499,5.58192,40.9572,30.6317,-41.1801,96.1223,21.3611,15.7273,0.2325779372857142,0.0039289229968166,0.0313398702692392,0.0213017095342847,-0.0565275105315614,0.0057077724709715,0.0878673808156146,0.0238016673429345
F_S_WWS_WM_005,12.4013,13.5985,-7.42478,1.53958,1.61,1.65,9.68012,1.93187,-42.2052,-84.3797,1.01613,-0.2,21.7387,0.0,26.2982,-13.4056,-6.84681,38.8872,93.1151,-10.7627,134.9,-23.1996,94.305,0.2601821447574751,0.0030729117698005,0.07270639860598,0.0223097060908631,-0.047224692892691,0.0049161024001907,0.1199310914784053,0.0242619705740447
F_S_WWS_WM_006,-1.18239,-4.10419,-4.09792,-12.5462,-0.02,-0.16,15.3545,-4.85159,-15.7586,-77.3445,-8.19869,0.4,25.2198,0.3,13.9644,-11.8167,-28.0959,0.11702,52.5334,-6.3394,145.416,68.9509,-101.955,0.2194031954717608,0.0050958229629297,-0.0614973824740863,0.0151722325680364,-0.171111083833887,0.0057481626914122,0.1096137013850498,0.0121979377267384
F_S_WWS_WM_007,-4.83583,3.7762,7.85474,10.4805,-1.11,2.45,10.4281,3.52759,10.0366,139.572,-3.17983,0.5,-34.9591,0.8,36.0917,24.216,-3.12102,10.687,109.759,4.99401,135.069,-48.7666,-23.5455,0.2237648553953488,0.0064188795299408,-0.1801541312159468,0.021046483626025,-0.1737495304352159,0.007577673449149,-0.0064046007706843,0.0162246193354081
F_S_WWS_WM_008,12.633,-6.93043,17.1409,5.99832,-0.13,-0.49,-9.25067,-1.46593,13.8096,54.7081,-7.33866,0.6,-8.4669,1.0,-14.025,-5.04874,-12.8986,-2.24489,20.6727,-30.2447,107.968,-30.7289,38.0441,0.2301713395847175,0.0054199795976228,-0.0506353912977076,0.0229872090790858,-0.0681387682966777,0.0118377649886782,0.017503376998291,0.0153719193530771
F_S_WWS_WM_009,-3.21032,-5.6486,19.5418,-13.942,0.32,1.33,-9.58623,-1.39111,-32.8516,74.847,-6.86976,-0.1,32.6224,0.0,-17.4558,17.9963,-12.1105,37.9954,47.7272,-34.6912,90.9158,29.8537,146.229,0.246037670910299,0.0053268991097891,-0.0463296731574485,0.0243365547228909,-0.1615194188039867,0.0096641077152111,0.1151897456747508,0.0177615086955641
F_S_WWS_WM_010,6.97352,-2.88655,9.75021,-11.8799,0.19,-0.01,-6.24626,8.85415,27.9209,-25.1838,-14.9975,-0.3,10.8894,-0.3,1.80588,-2.36095,-24.5383,15.6597,20.4083,37.1007,0.165822,61.3787,9.76996,0.2479804186179402,0.0021764617451,-0.0536459701325581,0.0165518642042903,-0.1119989699491694,0.0058186804423211,0.0583529998289036,0.0164641101945955
F_S_WWS_WM_011,6.57949,6.66561,18.5067,5.45106,-1.03,1.7,-2.58923,3.07084,35.2706,36.4613,2.9379,-0.1,19.5965,-0.3,-12.0307,22.9391,-9.10648,23.3011,-38.8848,-32.4435,-58.1035,11.9651,-194.508,0.2476167819900331,0.0054164768813025,-0.0201506812075465,0.0178786796214313,-0.0569394496046511,0.0081103078233532,0.0367887684024252,0.0154976871877465
F_S_WWS_WM_012,6.44534,13.862,-1.1711,4.30775,-0.22,0.75,-9.72498,-1.09156,13.6006,113.506,-4.48472,0.7,-9.41029,1.0,45.4035,-19.9608,8.75904,-1.53181,17.8193,29.3918,39.919,-12.4171,-174.869,0.2366858517674419,0.0058880989802291,-0.091034709613289,0.0268774327350528,-0.0546123291026578,0.0104510343921963,-0.0364223805172425,0.0232879059328995
